;ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;COM:Name;COM:OpeningHours;COM:Price;COM:Telephone;COM:Url;LOC:Id;LOC:Latitude;LOC:Longitude;ADD:Id;ADD:City;ADD:Commune;ADD:PostalCode;ADD:Province;ADD:Street;ADD:StreetNumber
1125;;Bar CENTRALE;False;;bar;;;;0;+39 0461 556625;;;46.160929;11.302517;;BEDOLLO;;38043;;Fraz. Centrale, Via G.Verdi, ;46
1126;;Fam.Coop.di BEDOLLO;False;;alimentari;;;;0;;;;46.165933;11.301401;;BEDOLLO;;38043;;Via dei Francesi, ;2
1127;;MUNICIPIO DI GRAUNO;False;;servizimunicipali;;;;0;+39 0461 685002 ;;;46.231097;11.298312;;GRAUNO;;38030;;VIA CHIESA, GRAUNO ;18
1128;;MUNICIPIO DI LISIGNAGO;False;;servizimunicipali;;;;0;+39 0461 683063;;;46.160526;11.188985;;LISIGNAGO;;38030;;VIA STRADA VECCHIA, LISIGNAGO ;142
1129;;Itinerario Malga Vernera - Rifugio Vasoni;False;"Questo itinerario di grande fascino, in gran parte si svolge su strade forestali, con passaggi tecnici su sentiero, nella cornice dei pascoli della Malga Vernera o al Rifugio Vasoni.""";attrazionenaturale;;;;0;;;;46.217778;11.3275;;;;;;;
1130;;Vittoria;False;;bar;;;;0;;;;46.221727;11.31456;;SOVER;;38048;;Stradon di Sover, ;11
1131;;OPERA VITIVINICOLA IN VAL DI CEMBRA;False;;prodottitipici;;;;0;+39 0461 684302 ;www.operavaldicembra.it ;;46.154552;11.154576;;GIOVO;;38030;;Fr. Verla di Giovo, Via Tre Novembre,  ;8
1132;;RIFUGIO GIOVANNI TONINI;False;;rifugio;;;;0;"+39 0461 683022;  +39 0461 556835";www.rifugiotonini.it;;46.1662;11.3542;;BASELGA DI PINE';;38042;;MALGA SPRUGGIO ALTA Fraz. SPRUGGIO ALTO;
1133;;Macelleria Zanotelli;False;;alimentari;;;;0;;;;46.175016;11.221084;;CEMBRA;;38034;;Viale IV Novermbre, ;35
1134;;MUNICIPIO DI GRUMES;False;;servizimunicipali;;;;0;+39 0461 685003;;;46.221484;11.294114;;GRUMES;;38030;;PIAZZA MUNICIPIO, GRUMES ;10
1135;;BIO HOTEL BRUSAGO;False;;bar;;;;0;info@hotelbrusago.net;;;46.1828;11.3255;;BEDOLLO;;38043;;Fraz. Brusago, p.zza A.Rosmini,;2
1136;;SIGHEL GILIO;False;;appartamentovacanze;;;;0;+39 0461 557008 ;;;46.1313;11.243;;;;38042;;Via Marconi, ;33
1137;;AGRITUR MASO POMAROLLI;False;Azienda fruttiviticola, situata all'inizio della Valle di Cembra in zona panoramica. E' un punto di partenza ideale per visitare gli storici terrazzamenti vitati della valle e le rinomate piramidi di Segonzano. Genuinità e tradizione. Con queste due semplici ma quanto mai significativi termini si può riassumere la filosofia che guida l'Agritur Maso Pomarolli. Offre pernottamento con possibilità di pensione a 15 ospiti e ristorazione.;agriturismo;;;;0;;;;46.157;11.1314;;GIOVO;;38030;;MASO POMAROLLI N. ;10
1138;;OLIMPIC HOTEL;False;;hotel;;;;0;+39 0461 558422;www.hotelolimpic.com;;46.125;11.2512;;BASELGA DI PINE';;38042;;VIA DEL CADRÒBOL, Fraz. MIOLA ;24
1139;;PRO.ME.DE. S.R.L. (ALBIANO);False;;dentista;;;;0;+39 0461 689522;;;46.147499;11.189027;;ALBIANO;;38041;;VIA S. ANTONIO, ;66
1140;;L'OSTERIA DEI TÒNI;False;;ristorante;;;;0;+39 0461 556646 +39 333 5760608;www.hotelbrusago.net;;46.1828;11.3255;;BEDOLLO;;38043;;PIAZZA ROSMINI, Fraz. BRUSAGO ;2
1141;;ORVEA SPA;False;;alimentari;;;;0;;;;46.083337;11.199099;;CIVEZZANO;;38055;;FRAZIONE MOCHENA,     4/A.;
1142;;Biotopo Laghestel;False;Il Laghestel è una riserva naturalistica istituita dal Comune di Baselga di Pine' costituita da un lago quasi completamente intorbato e trasformato in palude, nel quale, però permane ancora uno specchio d'acqua residuo, di discrete dimensioni, circondato da un ampio canneto.;attrazionenaturale;;;;0;;;;46.11487;11.2258;;;;;;;
1143;;SALONE MYTHO (SEGONZANO);False;;parrucchiera;;;;0;+39 0461 686108;;;46.188397;11.260927;;SEGONZANO;;38047;;FRAZIONE SABION,  ;4
1144;;Due Pini;False;;bar;;;;0;info@hotelduepini.net;;;46.123916;11.241694;;BASELGA DI PINE';;38042;;VIA DEL MAGGIO, Fraz. VIGO DI BASELGA ;24
1145;;AGRITUR RESS;False;Azienda fruttivinicola zootecnica, possibilità di pensione completa o mezza pensione, vendita diretta ortaggi e vino. L'azienda si estende per circa 3,8 ettari di superficie coltivata a frutteto e vigneto sui tipici terrazzamenti che caratterizzano la valle di Cembra. Offre l'ospitalità in stanze con servizio di prima colazione, mezza pensione o pensione completa. Possibilità di turismo equestre.;agriturismo;;;;0;+39  0461 684061;;;46.160023;11.173393;;GIOVO;;38030;;VIA NAZIONALE Fraz. CEOLA DI GIOVO ;48
1146;;SALONE LUI E LEI (GRUMES);False;;parrucchiera;;;;0;+39 0461 685052;;;46.221313;11.294787;;GRUMES;;38030;;PIAZZA MUNICIPIO, GRUMES ;14
1147;;PRODOTTI AGRICOLI;False;;prodottitipici;;;;0;;;;46.11667;11.207116;;FORNACE;;38040;;Via del Borgolet,  ;30
1148;;RIFUGIO POTZMAURER;False;;rifugio;;;;0;+39 333 7771211 ;www.rifugiopotzmauer.it;;46.2352;11.2513;;VALDA;;38030;;Località Potzmauer;
1149;;SALONE MELODY;False;;parrucchiera;;;;0;;;;46.09015;11.181437;;CIVEZZANO;;38045;;VIA MURIALDO,     1/B.;
1150;;POSTA DI BEDOLLO;False;;posta;;;;0;+39 0461 556612;;;46.16133;11.302546;;BEDOLLO;;38043;;VIA GIUSEPPE VERDI, Fraz. CENTRALE ;42
1151;;Ice Bar;False;;bar;;;;0;;;;46.125932;11.25253;;BASELGA DI PINÉ;;38042;;Via dello Stadio, ;17
1152;;ALBERGO RISTORANTE ALLE PIRAMIDI (SEGONZANO);False;;hotel;;;;0;+39 0461 686106;;;46.187355;11.2584;;SEGONZANO;;38047;;FRAZIONE SCANCIO, ;24
1153;;FARMACIA DR. DEGASPERI (GIOVO);False;;farmacia;;;;0;+39 0461 684360;;;46.15728;11.151411;;GIOVO;;38030;;VIA MOLINI, Fraz. VERLA ;1
1154;;DUE CAMINI;False;;ristorante;;;;0;+39 0461 557200;;;46.126021;11.243774;;BASELGA DI PINE';;38042;;Via del Maggio, ;65
1155;;OFFICINA MECCANICA F.LLI TIEFENTHALER (GIOVO);False;;automoto;;;;0;+39 0461 684017 / +39 0461 684269;;;46.156293;11.16161;;GIOVO;;38030;;VIA NOVEMBRE, Fraz. VERLA ;52
1156;;MANI D'ORO DI CASAGRANDE KIARA (BASELGA DI PINE');False;;parrucchiera;;;;0;+39 392 8922791;;;46.127746;11.246994;;BASELGA DI PINE';;38042;;VIA DELLA CHIESA, Fraz. MIOLA ;6
1157;;DR. GIORGIO MATTIVI E DR.SSA MARICA MATTIVI (BASELGA DI PINE');False;;dentista;;;;0;+39 0461 557132 ;;;46.130348;11.244193;;BASELGA DI PINE';;38042;;VIA G. MARCONI, ;8
1158;;CASSA RURALE LAVIS - VALLE DI CEMBRA;False;;banca;;;;0;+39 0461 248645;;;46.216712;11.32685;;SOVER;;38048;;PIAZZA ALPINA, Fraz. MONTESOVER ;20
1159;;PENSIONE MARIA TURISMO RURALE;False;;hotel;;;;0;+39 0461 698251;www.mariaturismorurale.it;;46.23814;11.325241;;SOVER;;38048;;VIA DEL LAGORAI, Fraz. PISCINE ;30
1160;;PIZZA PONDY;False;;pizzeria;;;;0;+39 348 4286248;;;46.174781;11.220538;;CEMBRA;;38034;;Viale IV Novembre, 23/1.;
1161;;Due Laghi;False;;bar;;;;0;info@albergoduelaghi.it;;;46.1508;11.273;;BASELGA DI PINE';;38042;;LOCALITA' CAMPOLONGO, ;116
1162;;CALZATURE SVALDI;False;;abbigliamento;;;;0;;;;46.161835;11.303649;;BEDOLLO;;38043;;Fraz. Centrale, Via G.Verdi, ;29
1163;;MUNICIPIO DI SEGONZANO;False;;servizimunicipali;;;;0;+39 0461 686103;;;46.190285;11.258556;;SEGONZANO;;38047;;FRAZIONE SCANCIO, SEGONZANO ;64
1164;;POLIAMBULATORIO GRUMES;False;;servizisanitari;;;;0;;;;46.221105;11.293406;;GRUMES;;38030;;VIA CHIESA, ;2
1165;;OFFICINA MARCHI (LONA-LASES);False;;automoto;;;;0;+39 0461 689208;;;46.150465;11.222871;;LONA-LASES;;38040;;LOCALITA' RONC DEL MELA, ;12
1166;;Itinerario Malga Stramaiolo;False;Giro di media difficoltà con partenza e arrivo a Miola di Piné, che si sviluppa sul fianco ovest e nord-ovest delle cime Dosso di Costalta, Pontara, Stramaiolo e Campidei. ;attrazionenaturale;;;;0;;;;46.126111;11.253889;;;;;;;
1167;;ALBERGO SAN GIORGIO;False;;hotel;;;;0;+39 0461 557756;;;46.1005;11.235456;;BASELGA DI PINE';;38042;;VIA BERNARDI, Fraz. MONTAGNAGA ;2
1168;;CAMPING PINETA;False;Situato in riva al Lago di Piazze in una zona tranquilla e soleggiata, favorita da un clima mite e secco. Disposto su di un'area a terrazze panoramiche con fondo erboso contornato da una stupenda pineta di abeti. E' dotato di albergo , bar, ristorante con cucina tipica, sala ritrovo , sala giochi e bocce. Moderni servizi igenici acqua calda. Punto di partenza per passeggiate nei boschi, innumerevoli escursioni e gite sulle Dolomiti. Offre la possibilità di balneazione nel lago, pesca alla trota e windsurf. Nelle vicinanze campi da tennis, centro con attrezzature sportive e tutti i maggiori servizi utili al turista.;camping;;;;0;;;;46.1536;11.2867;;;;;;;
1169;;DR. GIUSEPPE PALLANTE (CEMBRA);False;;veterinario;;;;0;+39 340 3784689;;;46.175195;11.217998;;CEMBRA;;38034;;VIA TONINI, ;3
1170;;POSTA 1899 - RISTORANTE CA' DEI BOCI;False;;hotel;;;;0;+39 0461 558322;www.postahotel1899.it;;46.09855;11.2357;;BASELGA DI PINE';;38040;;VIA D. TARGA, Fraz. MONTAGNAGA ;1
1171;;BIBLIOTECA COMUNALE DI BEDOLLO;False;;biblioteca;;;;0;+39 0461 556942;;;46.161915;11.303384;;BEDOLLO;;38043;;VIA GIUSEPPE VERDI, Fraz. CENTRALE ;16
1172;;CANTINA LA VIS E VALLE DI CEMBRA SCARL;False;;prodottitipici;;;;0;+39 0461 440111 ;www.lavis.com;;46.13791;11.10788;;LAVIS;;38015;;Via Carmine,  ;7
1173;;Mobili Cavalli;False;;casalinghi;;;;0;;;;46.083337;11.199099;;CIVEZZANO;;38054;;FRAZIONE MOCHENA,     4/A.;
1174;;B&B AI GREGI;False;;bedbreakfast;;;;0;+39 0461 682153;;;46.16167;11.193093;;LISIGNAGO;;38030;;LOC. VIG ;3
1175;;LA CAPANNINA;False;;ristorante;;;;0;+39 328 8888269;;;46.143374;11.245858;;BASELGA DI PINE';;38042;;Loc. Bedolpian;
1176;;MUNICIPIO DI GIOVO;False;;servizimunicipali;;;;0;+39 0461 684003;;;46.157053;11.151503;;GIOVO;;38030;;VIA S. ANTONIO, Fraz. VERLA ;4
1177;;HOTEL EDERA;False;"L'albergo Edera completamente ristrutturato, in posizione soleggiata, a meno di un Km dal lago, con vista panoramica sul Gruppo di Brenta.Stanze complete di servizi; parcheggio privato; gioco bocce.L 'ospitalità e la cortesia sono spontanee, e il cliente trova un ambiente ideale per la sua vacanza estiva ed invernale.Anche per il buongustaio, una cucina casalinga, per soddisfare il più esigente dei palati.Nelle vicinanze:a 1 km: lagoa 1.2 km: tiro con l'arco, pista da fondoa 1.5 km: maneggio, laghetto pesca sportivaa 2.5 km: campo da calcio";hotel;;;;0;+39 0461 557221;www.hotel-edera.it;;46.1285;11.2374;;BASELGA DI PINE';;38042;;TRESSILLA, Fraz. TRESSILLA ;19
1178;;MUNICIPIO DI VALDA;False;;servizimunicipali;;;;0;+39 0461 685033;;;46.207644;11.267777;;VALDA;;38030;;VIA CENTRALE, VALDA ;38
1179;;OFFICINA MECCANICA GIACOMOZZI SANDRO (SEGONZANO);False;;automoto;;;;0;+39 0461 699009;;;46.18812;11.259073;;SEGONZANO;;38047;;FRAZIONE SCANCIO, ;58
1180;;SALONE MF STYLE DI FRANCESCA SVALDI (BASELGA DI PINE');False;;parrucchiera;;;;0;+39 0461 554222;;;46.134938;11.24938;;BASELGA DI PINE';;38042;;V.LE DELLA SERRAIA, ;5
1181;;UNICREDITBANCA SPA;False;;banca;;;;0;+39 0461 1570709;;;46.174989;11.2213;;CEMBRA;;38034;;VIA NOVEMBRE, CEMBRA ;41
1182;;LAGO SANTO;False;;ristorante;;;;0;+39 0461 683066;;;46.1969;11.2055;;CEMBRA;;38034;;LOCALITÀ LAGO SANTO, Fraz. LAGO SANTO ;1
1183;;CASSA RURALE LAVIS - VALLE DI CEMBRA;False;;banca;;;;0;+39 0461 248640;;;46.14554;11.21975;;LONA-LASES;;38040;;VIA NAZIONALE, LONA-LASES ;37
1184;;AUTOFFICINA MOTO PINE' (BASELGA DI PINE');False;;automoto;;;;0;+39 0461 557304;;;46.1273;11.233916;;BASELGA DI PINE';;38042;;FRAZIONE TRESSILLA, 51/a BASELGA DI PINE'.;
1185;;FAMIGLIA COOPERATIVA DI LASES - CONAD ;False;;alimentari;;;;0;;;;46.143758;11.218755;;LONA-LASES;;38040;;via Nazionale n.;9
1186;;Fruttivendolo Nadalini;False;;alimentari;;;;0;;;;46.088552;11.182483;;CIVEZZANO;;38062;;Via Milana, ;5
1187;;CAMPING VERDE BLU;False;Campeggio a conduzione diretta e familiare. Apertura dal 15/6 al 15/9, area campeggio 6.500 mq con recinto e illuminazione, dislocazione a gradinate causa la pendenza del terreno. L´altopiano a 1000 mt di altitudine dista 20 km da Trento, mezzora dalle Dolomiti e 2 ore da Venezia. Due laghi che danno bellezza al paesaggio, uno dei quali dista 100 mt dal campeggio ed è possibile nuotare. Le comode passeggiate e le escursioni di media e alta montagna contentano in genere i clienti. Il campeggio è dotato di 3 gruppi di servizi , bar, ristorante, sale ritrovo con caminetto, telefono, camere, bungalows, case mobili, centro sportivi a 2 km. Si possono trovare a: 1 km. giornalaio - campi tennis - campi bocce - campo calcio 2 km. scuola surf estiva - pattinaggio ghiaccio - tiro con l´arco;camping;;;;0;;;;46.1529;11.2871;;;;;;;
1188;;OFFICINA MECCANICA BRAGAGNA (FORNACE);False;;automoto;;;;0;+39 0461 849080;;;46.11375;11.213585;;FORNACE;;38040;;LOCALITA' VALLE, ;2
1189;;AGRITUR SIMONI;False;Situato nel centro del paese, a circa 550 m. s.l.m., l'azienda offre la possibilità di degustare piatti tipici, accompagnati dall'ottimo vino prodotto nella cantina storica dell'azienda. Offre anche alloggio con servizio di prima colazione o mezza pensione.;agriturismo;;;;0;+39 0461 684381;www.agritursimoni.it;;46.1576;11.1399;;GIOVO;;38030;;P.ZZA DEGLI ALPINI N. Fraz. PALU' DI GIOVO ;13
1190;;Famiglia Cooperativa Altopiano Piné;False;;alimentari;;;;0;;;;46.132019;11.243691;;BASELGA DI PINE';;38042;;Corso Roma nr. ;9
1191;;Miacola Consuelo;False;;parrucchiera;;;;0;;;;46.173718;11.220696;;CEMBRA;;38034;;Via Calovi, 6/1.;
1192;;Callegari Fulvio ;False;;abbigliamento;;;;0;;;;46.174387;11.218958;;CEMBRA;;38034;;Viale IV Novembre, ;5
1193;;POLIAMBULATORIO GIOVO;False;;servizisanitari;;;;0;;;;46.157053;11.151503;;GIOVO;;38030;;VIA S. ANTONIO, e Fraz. VERLA ;6
1194;;FOLLADOR FRANCESCO;False;;appartamentovacanze;;;;0;+39 0461 557054;;;46.1252;11.243;;;;38042;;Via del Maggio, Loc. Cadrobbi ;20
1195;;MUNICIPIO DI LONA-LASES;False;;servizimunicipali;;;;0;+39 0461 689108 ;;;46.146391;11.218918;;LONA-LASES;;38040;;VIA MASERI, LASES ;2
1196;;Macelleria Bampi Marcello;False;;alimentari;;;;0;;;;46.089514;11.182515;;CIVEZZANO;;38058;;Via Garibaldi, ;21
1197;;LISA (CEMBRA);False;;parrucchiera;;;;0;+39 0461 683433;;;46.172908;11.219445;;CEMBRA;;38034;;VIA SETTE, ;3
1198;;PAOLAZZI MONICA;False;;appartamentovacanze;;;;0;+39 340 4786198 ;;;46.1805;11.2336;;;;38030;;Via Perlaia 9g.;
1199;;GARNI' LAURA;False;;hotel;;;;0;+39 0461 553017;www.garnilaura.com;;46.1227;11.2597;;BASELGA DI PINE';;38042;;VIA DEI PRAI, ;37
1200;;Montechiara;False;;bar;;;;0;+39 0461 557809;www.montechiara.it;;46.1494;11.2688;;BASELGA DI PINE';;38042;;CAMPOLONGO, Fraz. CAMPOLONGO ;120
1201;;POLIAMBULATORIO FORNACE;False;;servizisanitari;;;;0;;;;46.117209;11.207285;;FORNACE;;38040;;VIA DEL BORGOLET, ;38
1202;;ALBERGO VILLA PINE';False;;hotel;;;;0;;;;46.131704;11.2425965;;;;38042;;VIA SCUOLE, ;9
1203;;S.Mauro;False;;bar;;;;0;;;;46.125508;11.223777;;BASELGA DI PINE';;38042;;S.Mauro, ;5
1204;;CANE' IN FIORE;False;;ristorante;;;;0;+39 0461 558270;www.caneinfiore.it;;46.12019;11.261748;;BASELGA DI PINE';;38042;;LOC. CANE', 241/1.;
1205;;POLIAMBULATORIO PISCINE;False;;servizisanitari;;;;0;;;;46.237969;11.325375;;SOVER;;38048;;VIA DEI LAGORAI, 3/C Fraz. PISCINE.;
1206;;AZIENDA VINICOLA NICOLODI ALFIO;False;;prodottitipici;;;;0;+39 0461 683020 +39 335 5270862 ;;;46.177009;11.223679;;CEMBRA;;38034;;Via Carraia, ;22
1207;;ALBERGO LAGORAI;False;Il fitto bosco di pini ed abeti che si specchia nei laghi di Serraia e Piazze, con la luce violacea del tramonto ed il silenzio a fare da cornice, è uno degli spettacoli più suggestivi che il Trentino possa offrire. Immerso in questo spettacolo, a Baselga di Pine', potrete trovare Hotel Lagorai. Una struttura recentemente rinnovata curando ogni minimo dettaglio, resa accogliente ed elegante, che saprà sempre mettervi a vostro agio. Hotel Lagorai dispone di 46 stanze ampie ed arredate con gusto, di un ristorante dalla cucina raffinata che può spaziare dalle specialità tipiche trentine ai piatti più classici della tradizione italiana e di una confortevole sala ricevimento per matrimoni. Chi ama una vacanza all'insegna del relax potrà farsi cullare dal silenzio della natura nel bel giardino con piscina, oppure prendersi cura del proprio corpo nel nuovissimo centro wellness. Per chi, invece, vacanza fa rima con movimento, non mancano le opportunità offerte dal territorio circostante: dal nordic walking nei tanti sentieri disponibili al pattinaggio nell'Ice Rink nel quale si allena la Nazionale Olimpica, dallo sci di fondo alle escursioni con le ciaspole e naturalmente le suggestive passeggiate attorno al lago. Inoltre, l'Hotel Lagorai offre anche una sala ricreativa, un pub ed una sala audiovisivi per soddisfare le esigenze di tutta la famiglia. Inoltre, Baselga di Pine' dista soltanto 22 chilometri da Trento, cità d'arte capace di mettere in mostra perle preziose come piazza del Duomo e Castel del Buonconsiglio e ha nelle vicinanze molti santuari, castelli e le suggestive piramidi di terra di Segonzano. L'Altopiano di Pine', il luogo delle emozioni, l'Hotel Lagorai ve le saprà far vivere al meglio... ;hotel;;;;0;+39 0461 557044;http://www.lagoraihotel.it;;46.1272;11.2466;;BASELGA DI PINE';;38042;;VIA DEI CADUTI, ;21
1208;;AFFITTACAMERE DA GIGI;False;;affittocamere;;;;0;+39 0461 557248;www.affittacameregigi.it;;46.126568;11.247;;BASELGA DI PINE';;38042;;VIA DEI CADUTI, Fraz. MIOLA ;24
1209;;OFFICINA GILLI ARMANDO (ALBIANO);False;;automoto;;;;0;+39 0461 689794;;;46.144964;11.192631;;ALBIANO;;38041;;VIA S.ANTONIO, ALBIANO ;23
1210;;Panificio dolcesalato ;False;;alimentari;;;;0;;;;46.14323;11.194601;;ALBIANO;;38041;;Via dr.R.Pisetta n.;6
1211;;ALBERGO PINETA ;False;;bar;;;;0;info@infopineta.it;;;46.154753;11.286777;;BEDOLLO;;38043;;Via C.Cavour, ;17
1212;;POSTA DI FORNACE;False;;posta;;;;0;+39 0461 849016;;;46.116822;11.206268;;FORNACE;;38040;;VIA G. ROCCABRUNA, ;11
1213;;Viliotti Italo & C. Snc;False;;abbigliamento;;;;0;;;;46.13412;11.247143;;BASELGA DI PINE';;38042;;Corso Roma nr. ;81
1214;;Macelleria Dematte';False;;alimentari;;;;0;;;;46.091069;11.197525;;CIVEZZANO;;38059;;frazione Torchio, ;19
1215;;Lo scrigno di casa Largher;False;;alimentari;;;;0;;;;46.187106;11.258245;;SEGONZANO;;38047;;Fraz. Scancio, ;21
1216;;Panificio Gaigher;False;;alimentari;;;;0;;;;46.175198;11.219712;;CEMBRA;;38034;;Via D. Chiesa, ;6
1217;;POSTA DI GIOVO;False;;posta;;;;0;+39 0461 684022;;;46.157005;11.153063;;GIOVO;;38030;;VIA PRINCIPE UMBERTO, Fraz. VERLA ;29
1218;;ALBERGO MIRAMONTI ;False;Situato sull'Altopiano di Pine' a 1000 metri di altezza in riva al Lago di Piazze.L'albergo Miramonti a gestione familiare garantisce tranquillità e armonia abbinata a un'ottima cucina casalinga.Posto perfetto per escursioni in montagna e passeggiate in tranquillità sulle rive dei 2 laghi dell'Altopiano.L'albergo è posto di fronte alla fermata degli autobus di linea.;hotel;;;;0;info@miramontipine.it;;;46.1558;11.2879;;BEDOLLO;;38043;;Via C.Cavour, ;20
1219;;MIRAMONTI;False;;ristorante;;;;0;+39 0461 556626;www.miramontipine.it;;46.1558;11.2879;;BEDOLLO;;38043;;VIA CAVOUR, Fraz.Piazze di Bedollo ;20
1220;;POLIAMBULATORIO MONTESOVER;False;;servizisanitari;;;;0;+39 0461 686121;;;46.21682;11.326956;;SOVER;;38048;;PIAZZA ALPINA, Fraz. MONTESOVER ;4
1221;;POSTA DI FAVER;False;;posta;;;;0;+39 0461 683039;;;46.183901;11.240981;;FAVER;;38030;;VIA VILCH, ;19
1222;;ALBERGO RISTORANTE DOSS PULES;False;;hotel;;;;0;+39 0461 684046;;;46.155827;11.155343;;GIOVO;;38030;;LOCALITA' DOSS DEL PULES Fraz. VERLA;
1223;;ALBERGO MONTECROCE;False;;bar;;;;0;hotelmontecroce@libero.it;;;46.1826;11.3259;;BEDOLLO;;38043;;Fraz. Brusago, p.zza A.Rosmini, ;8
1224;;Fam.Coop.di BRUSAGO ;False;;alimentari;;;;0;;;;46.182146;11.325914;;BEDOLLO;;38043;;Fraz. Brusago, pizza A.Rosmini, ;16
1225;;HOTEL KRONE;False;In una cornice di pini e specchi d'acqua, dove l'aria profuma, dove è possibile respirare il silenzio, dove trovi in pochi giorni l'energia che ti mancava, dove puoi scegliere tra sport, natura, passeggiate nel verde, percorsi suggestivi che solo l'Altipiano di Piné può darti, dove sarà rispettata anche la tua pigrizia se non hai voglia di fare niente e vuoi solo riposare..... In un ambiente sobrio e raffinato, dove le tue esigenze sono le nostre priorità, dove la cucina rispetta i sapori e la salute, dove la qualità la fa da padrona, con una carta vini ricca di cantine prestigiose con vini autoctoni della nostra terra, dove la famiglia che ti ospita vuole che tu vada a casa con la voglia di ritornare. A soli 18 km. dall´uscita autostradale di Trento,completamente ristrutturato, privo di barriere architettoniche, posizione centrale, con camere con vista lago,calde, dai dettagli trentini dove nulla e lasciato al caso, ma pensato per te.;hotel;;;;0;+39 0461 553160;www.hotelkronepine.it;;46.1343;11.2486;;BASELGA DI PINE';;38042;;VIA CESARE BATTISTI, 109/111.;
1226;;Zanei Giuseppe & C. Snc;False;;alimentari;;;;0;;;;46.133408;11.248017;;BASELGA DI PINE';;38042;;Via C. Battisti nr. ;86
1227;;Sirena;False;;bar;;;;0;;;;46.135423;11.24967;;BASELGA DI PINE';;38042;;Viale Della Serraia, 10, .;
1228;;OFFICINA MECCANICA CARPENTERIA NARDON ALDO & TULLIO (LISIGNANO);False;;automoto;;;;0;+39 0461 683234;;;46.164681;11.203242;;LISIGNAGO;;38030;;LOCALITA' BEDIN, ;30
1229;;PEDRI ARMANDO;False;;appartamentovacanze;;;;0;+39 0461 686440;;;46.1875;11.257222;;;;38047;;Fr. Saletto, ;11
1230;;CASA DEI CHECHI;False;;appartamentovacanze;;;;0;+39 0461 557117   ;www.appartamentiioriatti.eu;;46.1363;11.248;;;;38042;;Piazzetta dei Conti di Schreck  Fr. Ricaldo;
1231;;POLIAMBULATORIO LISIGNAGO;False;;servizisanitari;;;;0;;;;46.160754;11.186812;;LISIGNAGO;;38030;;PIAZZA DELLA CHIESA, ;13
1232;;Chiesa di San Mauro;False;Citata già in un documento del 1242, fu sicuramente la prima Pieve pinetana. Oggi si presenta in stile gotico-rinascimentale e, in contrasto con la semplice facciata, spicca l`elegante protiro a tre campate, ornato da quattro colonne di pietra rossa con capitello corinzio;luogoculto;;;;0;;;;46.12466;11.22152;;;;;;;
1233;;Hotel Posta;False;;bar;;;;0;info@alpostahotel.com;;;46.098624;11.235974;;BASELGA DI PINE';;38042;;VIA D. TARGA, Fraz. MONTAGNAGA ;1
1234;;AVI LUCIA;False;;appartamentovacanze;;;;0;+ 38 0461 553025;;;46.13;11.2344;;;;38042;;Fr. Tressilla - Via Belvedere, ;112
1235;;MASO SVESERI;False;;ristorante;;;;0;+39 0461 698106;www.maso-sveseri.it;;46.20683;11.32401;;SOVER;;38048;;VIA SVESERI, ;22
1236;;STELLA ALPINA;False;;ristorante;;;;0;+39 0461 685019;;;46.221688;11.293805;;GRUMES;;38030;;Piazza Municipio, ;1
1237;;Giova Delizie & Fantasie;False;;alimentari;;;;0;;;;46.157135;11.152254;;GIOVO;;38033;;fraz. Verla, Via del Rizzol, 4/b.;
1238;;Antica Pieve di Santa Maria Assunta;False;Citata per la prima volta nel XIII secolo, la chiesa pare comunque essere molto più antica. Essa è stata più volte rimaneggiata e presenta ora elementi di stili diversi: dal romanico al gotico, dal rinascimentale al barocco.;luogoculto;;;;0;;;;46.132722;11.242666;;;;;;;
1239;;Tirol - Natural Idill;False;;bar;;;;0;;;;46.2173;11.3267;;SOVER;;38048;;Via cap. domenico santuari, ;3
1240;;OFFICINA  CARROZZERIA FRONZA ANDREA E C. SNC (CIVEZZANO);False;;automoto;;;;0;+39 0461 858157;;;46.087847;11.184122;;CIVEZZANO;;38045;;VIA FERSINA AVISIO, CIVEZZANO ;8
1241;;DR. GIUSEPPE FRASSANITO (GIOVO);False;;dentista;;;;0;+39 0461 684317;;;46.157183;11.15266;;GIOVO;;38030;;VIA P.UMBERTO, Fraz. VERLA ;9
1242;;AZIENDA AGRICOLA DEVIGLI ELIO;False;;prodottitipici;;;;0;+39 0461 870233  +39 339 2528710;;;46.153601;11.119965;;GIOVO;;38030;;Maso Belvedere,  ;1
1243;;CARROZZERIA F.LLI TESSADRI (SOVER);False;;automoto;;;;0;+39 0461 698045 / +39 339 3284145;;;46.215521;11.327523;;SOVER;;38048;;RIONE DEL BORGO, Fraz. MONTESOVER ;34
1244;;ITALCINA BAZAR;False;;negozio;;;;0;;;;46.083337;11.199099;;CIVEZZANO;;38056;;FRAZIONE MOCHENA,     4/A.;
1245;;AVI CLAUDIO;False;;appartamentovacanze;;;;0;+ 39 0461 558968;;;46.1294;11.2333;;;;38042;;Fr. Tressilla - Via Belvedere,  ;87
1246;;CARROZZERIA OFFICINA NONES REMO (SOVER);False;;automoto;;;;0;+39 0461 698363 / +39 347 0652639;;;46.2248;11.311956;;SOVER;;38048;;STRADON DI SOVER, ;37
1247;;ANDREATTI PAOLA (BEDOLLO);False;;negozio;;;;0;+39 0461 556822 / +39 0461 556070;;;46.161211;11.303042;;BEDOLLO;;38043;;VIA GIUSEPPE VERDI, Fraz. CENTRALE ;55
