ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;LOC:Id;ADD:Id
241;Ston8 Snowpark - Alba di Canazei Ciampac;False;Inaugurato nel 2012, Ston8 è il nuovissimo snowpark della skiarea Ciampac di Alba di Canazei, che va ad aggiungersi agli altri quattro park già presenti in val di Fassa.;Snow park;156;185;114
242;Area sci di fondo Alba di Canazei - Ciampac ;False;E’ la pista di fondo più alta in tutta la Val di Fassa. Si trova a 2.000 metri di quota, poco distante dall’arrivo della funivia che collega Alba di Canazei alla zona sciistica del Ciampac.;Piste da sci;157;185;114
243;Area sci di fondo Mazzin - Campitello di Fassa;False;L’area fra Campitello di Fassa e Mazzin è la zona ideale per praticare lo sci di fondo. Le piste, sempre perfettamente tracciate, si snodano in un’area aperta e soleggiata che non presenta alcuna difficoltà.;Piste da sci;158;167;112
244;Centro sci di fondo Canazei;False;Il centro fondo è posizionato a Canazei, direttamente in paese. In un’area riservata e chiusa si possono muovere i primi passi con i maestri della locale scuola.;Piste da sci;159;180;106
245;Centro sci di fondo Passo San Pellegrino - Alochet;False;"Sci nordico ad alto livello al Passo San Pellegrino, ad una decina di km da Moena, raggiungibile  anche con lo skibus. Le piste sono organizzate in anelli di diversa difficoltà e lunghezza per un totale di 18 Km circa, alcuni dei quali molto impegnativi come la nera &quot;Campo d’Orso&quot;.";Piste da sci;160;173;120
246;Centro sci di fondo Pozza di Fassa - Ciancoal;False;Situato ai margini del paese, il centro fondo dispone di diversi anelli che si snodano in un ambiente tranquillo circondato dai boschi di abeti: una pista facile per i principianti, un circuito medio alla portata di tutti su ampi prati soleggiati.;Piste da sci;161;165;110
247;Cima Sassopiatto di Mezzo;False;Caratteristiche: Difficile;Trekking;116;167;10
248;Brunel Sport;False;Vendita al dettaglio di abbigliamento;Noleggio attrezzature sportive;162;192;10
249;Cima Undici;False;Questo itinerario si svolge in ambiente maestoso e panoramico e raggiunge Cima Undici “Sass da le Undesc” una delle vette emblematiche della “Valacia”;Sci alpinismo / Sci Escursionismo;163;193;106
250;Cima Undici (Sas da le Undesc);False;Questo percorso si sviluppa in ambiente maestoso e panoramico. Benché l’itinerario si rivela privo di grosse difficoltà tecniche, è necessaria un’adeguata capacità di lettura del manto nevoso nella parta alta, sopra il Rif. Valcia, soprattutto dopo giornate di vento o neve quando bisogna valutare saggiamente la stabilità della coltre nevosa.;Sci alpinismo / Sci Escursionismo;164;194;106
251;Cima Bocche – dalla Val San Pellegrino (nord);False;Bella gita scialpinistica con percorso diretto e logico che conduce alla panoramica Cima Bocche seguendo l’ampio avvallamento nord che sfocia nella Forcella di Bocche (2543m).;Sci alpinismo / Sci Escursionismo;165;173;121
252; Passo San Pellegrino, sentiero attrezzato Monzoni;False;Il Passo San Pellegrino (pas de Sén Pelegrin in ladino) è un valico alpino delle Dolomiti posto a quota 1.918 m s.l.m.;Alpinismo;131;173;120
253;Via Ferrata Col Ombert Monzoni;False;"
Via ferrata Col Ombert - Monzoni: da effettuarsi con guida alpina.Per l´avvicinamento alle vie ferrate si consiglia sempre di informarsi presso gli Uffici Guide Alpine, anche per avere maggiori dettagli sui numerosi altri itinerari.";Ferrata;166;195;122
254; Ferrata I Magnifici Quattro;False;L’incredibile Ferrata de “ I Magnifici Quattro”, il percorso attrezzato più impegnativo delle Dolomiti è sorta sul progetto di ripristino di un sentiero attrezzato utilizzato nella grande guerra come seconda linea e punto di avvistamento verso le creste del “Malinvern”, Passo delle Selle e l’intera Cresta del Costabella fino alla fortezza del Col Ombert.;Ferrata;167;196;106
255;Catinaccio, via attrezzata Masare'- Roda de Vael;False;"
Alla via attrezzata Masarè Roda di Vael si accede dal rifugio omonimo.Si consiglia sempre di interpellare l´Ufficio Guide Alpine per ulteriori informazioni e dettagli.";Ferrata;168;182;116
256;Ferrata della Marmolada - cresta ovest;False;La Via ferrata della Marmolada è un classico itinerario che, in estate, consente di raggiungere la vetta senza troppe difficoltà. Raggiungibile comodamente sia dal versante sud dalla val Ombretta , oppure dalla Valle del Contrin , che dal versante nord, parte dalla Forcella Marmolada e consente l'ascesa ai 3.342 metri della cima in circa 5 ore.;Ferrata;145;197;106
257; Catinaccio, via attrezzata Passo Santner;False;"Via attrezzata del passo Santner (m. 2981). Attacco dal rifugio Coronelle; possibilità di neve nel canalone, pertanto consigliabile da metà luglio. Variante con accesso dal rifugio passo Santner.";Ferrata;169;182;116
258;Punta Vallaccia;False;Spettacolare escursione nel gruppo dei Monzoni in Val di Fassa;Trekking;116;165;10
259;Dolomiti;False;"Le Dolomiti il 26 giugno 2009 a Siviglia sono state ufficialmente riconosciute dall’Unesco come Patrimonio Mondiale Naturale dell’Umanità. Richiamo ogni anno per migliaia di visitatori provenienti da tutto il mondo, i &quot;Monti Pallidi&quot; sono dei preziosi gioielli, unici per loro bellezza, che custodiscono i segni di una storia millenaria.";Dolomiti;170;198;106
260;Il Sassolungo;False;"Il Sassolungo, (detto Langkofel in lingua tedesca e Saslonch in ladino) è un gruppo montuoso tra la Val Gardena e la Val di Fassa.
Pur essendo un piccolo gruppo, poco esteso, vanta una gran quantità di torri e contrafforti che sono stati oggetto di gandi imprese nella storia dell'alpinismo. La parete nord del Sassolungo è una delle grandi pareti delle Alpi con più di 1000 m di altezza.
La cima del Sassoplungo è raggiungibile tramite la via ferrata Oskar Schuster e per la via normale che risale il pendio sud-ovest. Le altre vette sono raggiungibili solo per vie alpinistiche.
Alla portata di tutti è invece il sentiero che circonda il gruppo, percorribile in 4-5 ore con partenza dal Passo Sella, passando per i rifugi Emilio Comici (2140 m), Vicenza (2250 m), Sassopiatto (2300 m), Sandro Pertini e Friedrich August. Il dislivello complessivo di questa escursione è di circa 200 metri.Dal Passo Sella o dal Rifugio Vicenza è possibile raggiungere la Forcella del Sassolungo (2681 m), dove sorge il Rifugio Toni Demetz. Una cabinovia lo collega al Passo Sella. Possibile anche la salita a piedi al Rifugio Demetz seguendo il sentiero che parte proprio dalla stazione della cabinovia; salita non estremamente difficile ma piuttosto ripida, specie nella parte finale.";Dolomiti;171;187;106
261;Ferrata di Monte Albano;False;"
La Via Attrezzata Monte Albano &quot;Ottorino Marangoni&quot; è stata realizzata dalla Sezione C.A.I. - S.A.T. di Mori nel 1976 su una parete rocciosa sopra il Santuario che sovrasta, verso nord, l'abitato di Mori.È considerata tra le più difficili ed impegnative dell'arco alpino, bella per l'ambiente e suggestiva per la varietà del percorso. 
Accesso
Lasciata la macchina a Mori (largo Villanuova, piazza Cesare Battisti o via Teatro) oppure a Mori Vecchio, si sale a piedi al Santuario di Montalbano in 15 minuti. Attraversata una pineta cresciuta tra caratteristici massi calcarei, si arriva alla base della via attrezzata (10 min.)
 
Richiede un notevole impegno atletico, in quanto risale una parete verticale, talvolta strapiombante, con il minimo utilizzo di mezzi artificiali. La continuità dei tratti più difficili e l'esposizione al vuoto (...&quot;come sulle grandi pareti,...&quot; da: Alpi Orientali - Le vie ferrate di R. Messner) le conferiscono l'attrattiva e la severità di una scalata vera e propria. Per queste ragioni essa va affrontata con una buona preparazione fisica e tecnica, usando l'attrezzatura necessaria all'arrampicata su roccia (imbracatura, kit da via ferrata, casco e calzature adeguate).
Soltanto in queste condizioni può regalare il gusto e l'emozioni di una ascensione impegnativa, però sicura e priva di inutili rischi.
La via attrezzata segue le strutture naturali della parete lungo le fessure, diedri, camini e cenge; il suo sviluppo è di circa 550 m. e supera un dislivello di 300 m., arrivando a quota 600 m, poco sotto l’abitato di Nomesino.
 Data la sua esposizione a sud-est e la bassa quota, la si percorre in tutte le stagioni. Tuttavia è sconsigliata la salita quando la parete è bagnata e nelle giornate particolarmente calde e soleggiate. Durante la salita è possibile ammirare il vasto panorama sulla bassa Vallagarina ed i monti circostanti, dal Zugna al monte Baldo.
 
Tempo di percorrenza
Da 1 a 3 ore per la salita, 20 - 40 min. per il rientro nel piazzale del Santuario.
 
Ritorno
Dalla sommità della parete ha inizio, verso est, un facile percorso, con un tratto dotato di corde fisse, che riporta in breve al Santuario di Montalbano; in alternativa è possibile rientrare percorrendo un comodo sentiero con arrivo sempre nei pressi del Santuario. In caso di difficoltà, dopo i primi trenta metri di Via Attrezzata, volutamente difficile, è possibile rientrare alla base attraverso un facile sentiero.
 
Numero telefonico di emergenza: 118Per qualsiasi tipo di emergenza sanitaria chiamare il numero di telefonico 118 di Trentino emergenza sia dal cellulare che presso il custode del Santuario. Chiamando il 118 è possibile allertare la Stazione di Rovereto del Corpo Nazionale Soccorso Alpino e Speleologico.";Ferrata;0;199;123
262;Arrampicata Boulder;False;"Un'infinità di blocchi di tutte le dimensioni sparsi ovunque nella bella pineta ai piedi della famosa Via Attrezzata. Imbraco e corda sui sassi più alti che offrono vie di varie difficoltà. Scarpette e magnesite sui massi più piccoli con un circuito di boulder con passaggi facili ed estremi. Attrezzi per il riscaldamento e panchine per il ristoro; parco ideale per chi inizia ... ottimo per i più esperti.  La ricerca dei giusto movimento e dei concatenamento finale diventano subito un'attrazione a cui è difficile sottrarsi. Pace e tranquillità regnano incontrastate, interrotte solamente dai dolci rintocchi delle campane del Santuario.
Le vie
 
 A. Sas del Ciopa
 1 Orizzonti di gloria 6c
 2 Delirio 7b+
 3 Una come le altre 7a
 
 B. Sas Fendù
 4 Pisolo 4b
 5 Brontolo 6a
 6 Dotto 5c
 7 Mammolo 4a
 8 Eolo 4a
 9 Kino 6a
 10 Cassiopea 6a+
 11 Anche i bassi 6b+
 12 Zen 7a
 13 Urla nel silenzio 7c
 14 Marce ou creve 6b
 15 Oxigene 7b+
 16 Ouverture 7a+
 17 Febbre dello spit 6b+
 18 Fino alla fine 6a
 19 La diagonal 3c
 20 Linea magica 8b
 21 Senza limiti (?)
 
 C. Sas Righiello
 22 Viva Fantozzi 6a
 23 Si usa il righiello 6a+
 24 L'Antidoto 4c
 25 La Pozione 5b
 26 Ditator 6b
 
 D. Sas del Piazza
 27 Patrick 5c
 28 Escursionisti SAT 4c
 29 Il Mito e il 6b 6b+
 30 La Sfessura 5c
 
 E. Muro del Bocia
 31 Totem 7a
 32 Alntea 7c+
 33 Bittlejuice 7b+
 34 Domovoj 6b+
 35 Shogun 6c+
 
 F. La Torre
 36 Colorado 6a
 37 Panico e liti 5c
 38 La torre 6b
 
 G. Muro Vitbag
 39 Sleeping 5c
 40 Make up 6a
 41 Asturia 6a+
 42 Kannella 6a/b
 43 Stukado 6b/c 44 Spinterogeno 5c+";Arrampicate;0;199;123
263;Lago di Loppio e Isola di Sant'Andrea;False;"Fino a qualche decennio fa il lago di Loppio una era un lago alpino di notevole bellezza, frequentato dai giovani e meno giovani della zona di Mori e non solo. Nella valle che unisce il solco dell'Adige a quello del Garda, il Lago di Loppio si originò a causa di un doppio sbarramento: una grossa frana ostruì il lato nord-occidentale, mentre il Rio Gresta con i suoi materiali bloccò il lato opposto. Accesso
 Da Mori: si attraversa la borgata seguendo le indicazioni per il lago di Garda. Passato il paese di Loppio (3 km da Mori) si parcheggia l’auto a destra, al termine di una retta e subito prima di una semicurva.
 Dal lago di Garda: si sale in direzione di Mori, si attraversa Nago ed il passo San Giovanni. Si può parcheggiare l’auto al passo oppure alla sponda opposta del lago, appena prima del rettilineo che porta al paese di Loppio.
Il lago è raggiungibile agilmente anche in bicicletta (vedi piste ciclabili).
 
Il lago
Negli anni 1939-40 e poi tra il 1954 ed il ‘59 fu scavata una galleria tra il fiume Adige ed il lago di Garda per riversare in quest’ultimo le acque eccedenti del fiume durante le piene ed eliminare così i pericoli di alluvione per la restante Valle dell’Adige e la città di Verona. Il tracciato della galleria venne realizzato proprio sotto il lago il Loppio, che si svuotò quando ne venne intercettata la falda.
Ora del lago è rimasto solo il bacino prosciugato (la più estesa area palustre del Trentino), ed al posto dell’acqua vi è cresciuta una vivace vegetazione che ospita molti specie di animali sia terrestri che volatili. Nei periodi di piogge abbondanti è possibile che il lago, per qualche giorno, torni a contenere dell’acqua fino al suo graduale svuotamento.
Con una delibera della Giunta Provinciale del 1987 il bacino dell’ormai ex lago di Loppio è diventato un biotopo e come tale è tutelato.
Negli ultimi anni si è molto discusso circa la sua valorizzazione, con progetti più o meno validi. Nel corso del 2006 sono state avanzate delle proposte concrete per il ripristino del lago, che potrebbero dar luogo nei prossimi anni agli interventi necessari a ridare a Mori il “suo” lago.
 
L’isola di Sant’Andrea
Percorrendo la pista ciclabile fino a metà lago si incontra l’isola di Sant’Andrea, luogo di incontro dei giovani moriani fino a quando il lago era ancora pieno d’acqua, ed ora importante sito archeologico.
Segnalazioni della presenza degli antichi sull’isola si ebbero fin dal secolo XIX; ritrovamenti occasionali, tra cui frammenti di vasellame di epoca romana e resti di una sepoltura con corredo (balsamario in vetro), risalgono al 1987 e al 1990. Gli scavi ad opera della Sezione Archeologia del Museo Civico di Rovereto – tuttora in corso – iniziarono nel 1998 e furono preceduti, nel 1992 e nello stesso 1998, oltre che da vari sopralluoghi, da indagini di tipo geofisico e geoelettrico, che avevano evidenziato alcune anomalie nel sottosuolo.L’indagine archeologica interessa tre settori: il primo si trova sul lato nord-orientale dell’isola ed include tracce di capanne e due edifici in muratura, che si affacciano su una strada inghiaiata (via glareata). Un altro settore è nell’area meridionale, dove è stato trovato un terzo edificio sventrato durante la Prima Guerra Mondiale per costruirvi un rifugio. Infine, la zona centrale - il punto più elevato dell’isola - è area sacra e ospita la chiesa romanica di Sant’Andrea, impostata su di una necropoli più antica. Altrove, in aree del sito non ancora scavate, sono stati riconosciuti un probabile quarto edificio (zona Nord dell’isola) e resti di mura, anche di mole notevole (margine Ovest).A questo link tutte le informazioni archeologiche a cura del Museo Civico di Roveretohttp://www.museocivico.rovereto.tn.it/context.jsp?ID_LINK=112887&amp;area=279&amp;id_context=114872&amp;page=1";Lago;0;200;124
264;Vela;False;Lo sport della vela è favorito dalla presenza di un vento teso e costante e da una organizzazione a terra che offre ai velisti ogni indispensabile supporto tecnico e logistico. Il Circolo Vela Torbole è uno dei più attivi e meglio organizzati dell'Alta Italia, con la sua sede elegante, il ricco calendario di regate prestigiose, la fama di cui gode anche all'estero. Fondato nel 1964, raccoglie oggi centinaia di soci di varie nazionalità, alcuni dei quali hanno partecipato con successo a regate di grande prestigio, come le Olimpiadi e i Campionati del Mondo.;Vela/Windsurf;0;201;125
265;Lago di Loppio;False;"Un tempo, nella valletta del Rio Cameras che collega l'asta dell'Adige con il Basso Sarca, si apriva un piccolo lago - oggi Lago di Loppio - storicamente chiamato di Sant'Andrea dal nome dell'isola ove nel 1138 venne consacrata una chiesetta; poi, per ovviare alle piene dell'Adige, tra il 1954 ed il 1958 sotto il lago venne scavata una galleria in collegamento con il Lago di Garda, che causò il prosciugamento del bacino. Oggi, in qualità di biotopo, è la più estesa area palustre del Trentino e presenta forti variazioni del livello dell'acqua: salici, pioppi, betulle e ontani si mescolano a cannucce d'acqua che danno riparo a folaghe, germani reali, piccoli anfibi e altro ancora.";Lago;0;200;125
266;Il Belvedere;False;"E' uno stupendo punto panoramico, dal quale la vista spazia sull'intero lago, con la gran cerchia di monti, sulla spiaggia, sulla piana e sulla foce del Sarca e sul paesino raccolto attorno al porticciolo. Vi si arriva in pochi minuti dalla piazza centrale o dalla scalinata che sta dietro le scuole.A Torbole questo belvedere viene chiamato &quot;castèl&quot;, un toponimo che non ha mai lasciato dubbi sulla presenza, in secoli passati, di una qualche torre, o fortificazione, cosa che è stata recentemente confermata dalla scoperta di interessanti reperti archeologici.";Luogo incantevole;0;176;10
267;Windsurf;False;"Torbole è stato definito da molti il &quot;paradiso del windsurf&quot;; tale definizione è assolutamente appropriata. Infatti pochi luoghi hanno costanza, intensità e puntualità di venti come questo specchio di lago. 
L'uso della &quot;tavola&quot; per affrontare le onde è sport antichissimo, e la sua pratica nelle isole Hawaii è documentata fin dal XVIII secolo. La &quot;tavola a vela&quot; invece è un'invenzione pù recente, che si fa risalire ai primi anni Sessanta del XX secolo e che viene attribuita ai californiani Jim Drake e Hoyle Schweitzer. Nel giro di pochi anni la tavola a vela originale si è venuta modificando, diventando pù corta e più leggera, ed acquistando caratteristiche che la rendono adatta ora a &quot;volare&quot; sulle onde.A Torbole i primi windsurf hanno fatto la loro comparsa poco più di vent'anni fa, e si sono andati rapidamente diffondendo. Dal 1984 la &quot;tavola a vela&quot; partecipa ai giochi olimpici.";Vela/Windsurf;0;202;125
268;Lago di Garda;False;"E' il più grande lago d'Italia (360 Kmq, per 60 Km di lunghezza), a 65 m sul livello del mare, compreso nelle province di Trento, Brescia e Verona. Come tutti i laghi prealpini, è un lago glaciale, formato cioè dalla potente azione dei ghiacciai in movimento, che in età Quaternaria (da 40000 a 10000 anni fa) scendevano dalle Alpi fino alla Pianura Padana. Ha forma allungata e occupa un vasto solco vallivo tra le alpi Giudicarie e la catena del monte Baldo. La sua profondità  massima è 346 m, al largo di Campione (media 136 m). 
Il principale immissario è il fiume Sarca, che scende dai ghiacciai dell'Adamello e della Presanella, l'emissario è il Mincio, che esce a Peschiera e confluisce nel Po.
Un tempo gli abitanti di Torbole ricavavano dal Garda, con la pesca, il necessario per la loro sopravvivenza. Molto redditizia era la pesca della trota, che risaliva in grande numero le fredde acque del Sarca al tempo della riproduzione. Il Garda, per la sua bellezza, è stato cantato da grandi poeti come Virgilio, Dante, Carducci, Catullo e ammirato da celebri visitatori, come J. W. Goethe e M. E. Montaigne.I venti del Garda







Torbole è il paese della riviera gardesana dove il vento soffia con maggiore intensità e costanza. Ciò è dovuto alla posizione del suo territorio, compreso tra le pendici del Baldo e il monte Brione, dove il vento che scende dalla valle di Loppio viene per così dire incanalato e subisce un rinforzo, mentre il vento da sud, l'òra, data la sua direzione, investe direttamente e frontalmente il paese. il discorso vale solo per i venti costanti, quelli che col bel tempo spirano con regolarità da nord la mattina e da sud al pomeriggio: il vent e l'òra. Si tratta di venti a regime di brezza, che però hanno la caratteristica di essere sempre tesi e costanti, adatti dunque alla pratica dello sport della vela e del windsurf. Sono i venti che hanno reso celebre Torbole presso gli appassionati di questi sport in ogni parte del mondo.
Gli altri venti soffiano quando si determinano situazioni meteorologiche particolari: piogge abbondanti, temporali, abbassamenti improvvisi di temperatura, ecc. Sono venti spesso violenti, che increspano la superficie del lago generando onde molto alte e mettendo talvolta in pericolo chi si trova in navigazione.
Diano una rapida descrizione dei venti dell'alto lago:
ànder: non ha una provenienza fissa, ma generalmente soffia da sud-ovest ed interessa tutto il lago. Soffia di mattina e di pomeriggio e spesso anche di notte: in tal caso prelude di solito all'arrivo del maltempo.
vènt: è il vento tipico di Torbole, ed è chiamato anche paesàm. Proviene da nord-est e segna di solito bel tempo. Nella bella stagione soffia per l'intera mattinata e cade poco prima di mezzogiorno. In inverno può soffiare per l'intera giornata, anche di notte.
vent de l'àdes: investe il Garda provenendo dal monte Baldo, quando a causa di una perturbazione l'aria si raffredda nella zona a est di Torbole. E' un vento non comune, che soffia di solito nella bella stagione.
vent de balìm: esce dalla valle del Ballino. E' un vento freddo di tramontana, secco e pungente, che porta un innalzamento della pressione atmosferica e un abbassamento della temperatura. investe tutto il lago con forti raffiche. Di solito dura tre giorni e tre notti, soffiando però con discontinuità.
vinessa: il suo nome deriva da Venezia: proviene infatti dal mare Adriatico ed è un prolungamento della &quot;bora&quot;. Investe il Garda da sud-est, soffia con forte intensità e generalmente porta pioggia e un abbassamento della temperatura.
òra: è il vento che regolarmente, col bel tempo, spira da sud dalla primavera fino all'autunno avanzato. In estate è benefico e ristoratore. Si alza verso mezzogiorno e il suo arrivo è segnalato da una striscia di un azzurro cupo all'orizzonte del lago. Il suo nome (dal latino &quot;aura&quot;) significa &quot;venticello&quot;, &quot;brezza&quot;. E' un vento tipico dell'alto lago, e il più gradito ai velisti.
ponàl: nelle giornate particolarmente calde, se una pioggia intensa investe la valle di Ledro, si alza il &quot;Ponale&quot;, che investe l'alto lago da ovest con rara veemenza. Le sue forti raffiche sono sempre un pericolo per chi naviga a vela. Di solito però si attenua dopo pochi minuti.tratto dal libro &quot;Saluti dal Garda&quot; di Ferdinando MartinelliIl fiume Sarca
L'immissario del Lago di Garda, lungo 78 Km, nasce dai ghiacciai dell'Adamello (3554 m) e della Presanella (3556 m). Percorre valli alpine di grande bellezza, come la selvaggia val di Genova, la verde e soleggiata Rendena, le Giudicarie ricche di boschi e di prati.Un tempo il Sarca era un fiume - torrente dal caratteristico regime alpino. Le sue acque scendevano fredde e impetuose fino al lago, direttamente dai ghiacciai. Ora esse sono utilizzate per alimentare bacini e laghi artificiali, costruiti per muovere le potenti turbine delle centrali idroelettriche. Il Sarca, oggi, è un fiume &quot;addomesticato&quot;, le cui acque seguono percorsi artificiali (condotte forzate). Prive dell'antica freschezza e ricchezza di ossigeno che un tempo la caratterizzava, sono state abbandonate anche dai pesci, in particolare dalle trote, che un tempo frequentavano in grande quantità per la gioia dei nostri pescatori.";Lago;0;203;125
269;Il Forte di Nago;False;"






Stupendo esempio di architettura castrense, il Forte di Nago rappresentava un importante elemento della cintura di difesa (circa trenta forti) messa in atto dal governo di Vienna dopo la sconfitta di Solferino e San Martino (1859, seconda guerra di indipendenza) e la conseguente perdita della Lombardia. La sua costruzione risale al 1860 - 1861, l'epoca dei forti della prima generazione in casamatta non armata. E' vicino di casa di Castel Penede, anch'esso rocca di difesa, sorta a tanti secoli di distanza sugli stessi speroni rocciosi e finito in un mucchio di rovine sotto le cannonate del Vendome (1703). 

   
  
  







  




  







  
  







  





Il Forte disponeva di otto cannoniere al primo piano e di sei al secondo ed era anche dotato di una serie di feritoie per fucilieri. Le sue &quot;bocche di lupo&quot; tenevano sotto controllo tutto l'Alto Garda e il Passo San Giovanni, facendo parte integrante del Festungabschnitt o piazzaforte meridionale di Riva agli ordini dell'archiduca Eugenio. 
Lo spessore delle fondazioni dell'opera è di 2,20 m, mentre nella parte esposta e nei muri in sopraelevazione esso raggiunge 1,90 m.
Come spesso accade nelle fortificazioni di questo periodo, progettista e ed esecutori dell'opera hanno realizzato anche una ricerca decorativa, nel nostro caso affidata ai conci delimitanti tutte le feritoie.
All'interno il Forte era dotato di tutti i servizi necessari per una completa autonomia degli ufficiali e degli artiglieri che lo occupavano.
Quest'opera constava di due fortezze poste a livelli diversi e collegate da una spessa muraglia e da una gradinata, con la polveriera a mezza strada. Nel complesso la coreografica fortezza era una vera montagna di pietra, contro la quale niente o assai poco hanno potuto le cannonate della prima guerra mondiale.Al suo interno il Forte presenta una struttura massiccia, caratterizzata da archi a tutto sesto rivestiti di mattonelle, ad attenuare la severità e l'asprezza ambientale di questo possente ordigno di guerra. Il visitatore che si affaccia alle feritoie vedrà da ognuna di esse un panorama sempre diverso, del lago e delle grandi montagne che lo cingono e della piana del Sarca: sempre di grande fascino e di straordinaria bellezza.";Forte;0;176;10
270;Anello Ciclistico;False;L'anello ciclistico si trova in Loc. Ischia ed ha una lunghezza di ml. 533,32.La struttura è gestita da U.S. Litegosa.;Ciclismo;0;204;10
271;Pista attrezzata Campo Scuola MTB;False;La pista si trova in Loc. Ischia, il suo percorso è attrezzato per lo svolgimento della disciplina  sportiva della mountain-bike, occupa un'area di circa 1500 mq, la pista è lunga 361,12 ml ed è interamente delimitata da una recinzione in legno.La struttura è gestita da U.S. Litegosa.;Ciclismo;0;205;10
272;Mountain bike e Roller blade;False;"Servizi offerti:


17 Km di piste ciclabili per appassionati, agonisti e famiglie in assoluta sicurezza

Collegamenti con facili passeggiate nei boschi circostanti


";Mountain Bike;0;206;10
273;Parco Nazionale dello Stelvio;False;Parco Nazionale dello Stelvio, Punto Informativo di Cogolo. Nel Punto Informativo di Cogolo, dove sono disponibili materiale informativo e pubblicazioni edite dal Parco, un operatore fornisce utili indicazioni su attività, proposte, programmi offerti agli ospiti.;Parco naturale;0;207;126
274;Parco Masere;False;Il parco si trova alla confluenza di due fiumi, il Sarca che corre lungo l’intera valle da nord a sud e il Rio Bedù che scendendo da una valle laterale vi confluisce creando un ampia zona pianeggiante dedicata fin dai tempi più antichi in parte alla fienagione e/o coltivazione di canapa,lino ecc.. Il nome deriva appunto dal luogo in cui venivano messe a macerare le fibre tessili come la canapa per poi essere utilizzate per la formazione dei grezzi di cordame, tessuti resistenti e carta. Storicamente è sempre stato luogo coltivato in quanto pianeggiante e bene esposto verso sud. Negli ultimi decenni una parte dell’area è stata trasformata a parco, e, abbandonate le tradizionali coltivazioni, si sono installate attrezzature di vario genere sia a fini ludici (parco giochi, laghetto), che sportivi (campi da tennis e da calcetto), in tal modo il luogo è diventato luogo di passeggiate, di attività sportiva, di giochi e di incontro serale, e con l’organizzazione di feste e concerti. Il Parco è raggiungibile da nord per una suggestiva via di accesso costeggiata da maestosi noci che fanno da cornice alla Cappella di S. Maria e da sud lungo il fiume dove corre la ciclabile utilizzata anche dai pedoni che attraverso un ponte in legno porta sull’altra sponda del Rio Bedù dove vi è l’accesso veicolare dalla parte bassa dell’abitato.;Parchi e orti botanici;0;208;127
275;Malga e Barco Sorgazza;False;"
Una volta destinata ad ospitare i malghesi e le loro mucche, ora è un accogliente ristorante gestito con passione da Carla e Maurizio, due ferraresi rubati alla pianura e trapiantati nel Lagorai.La struttura è aperta tutto l'anno. Da qua partono diversi sentieri SAT, il percorso di tre giorni &quot;Alta Via del Granito&quot; che coinvolge anche il Rifugio Brentari e Caldenave e la passeggiata che porta ai Salti del Grigno e alla Val Malene. Al fianco della malga, lungo la strada che porta al Rifugio di Cima d'Asta, si trova il bacino dell'ENEL destinato alla pesca sportiva e l'ex cimitero militare. In inverno è punto di partenza per gli amanti dell'arrampicata su ghiaccio e dello sci d'alpinismo. Per informazioni potete telefonare al numero 346 2304405.";Malga;0;176;10
276;Malga Quarazza;False;"
A 1604 metri sul livello del mare, la vecchia casara è in fase di ristrutturazione.Nel 1952 la superfici pascolive erano di 9 ettari, ridotte a 6 verso la metà degli anni '90.";Malga;0;176;10
277;Malga Telvagola;False;"
Posizionata a 1592 metri sul livello del mare, recentemente è stata oggetto dei lavori che hanno portato alla sua elettrificazione, al miglioramento dell'approvvigionamento idrico ed altre opere minori.Verso la metà degli anni '90 le superfici pascolive erano di 53 ettari. A poca distanza si trovano anche la vecchia casara ed il barco di Malga Prà del Capitano.";Malga;0;176;10
278;Malga Valcion;False;Si trova a quasi 2000 metri di quota, esattamente a 1973 metri sul livello del mare. Sia la casara che il barco, fino agli anni '50 potevan contare sub en 179 ettari di superifici pascolive. Verso la metà degli anni '90 gli ettari si erano ridotti a 92.;Malga;0;176;10
279;Malga Cupolà di Sopra;False;Posizionata a 1825 metri sul livello del mare, la casara è stata recentemente oggetto di un intervento di ristrutturazione che ha interessato la parte est e che ancora oggi è chiusa. L'altra metà della struttura è aperta e a disposizione del pubblico. Le superfici pascolive nel 1995 ammontavano a 15 ettari.;Malga;0;176;10
280;Malga Cupolà di Sotto;False;L'ex casara è stata negli anni scorsi recuperate con un intervento promosso dall'Amministrazione Comunale, dalla Forestale e dai tanti volontari di Pieve Tesino. Si trova a 1544 metri sul livlelo dle mare. Nel 1952 poteva contare su circa 10 ettari di superfici pascolive, ora completamente rimboschiti.;Malga;0;176;10
281;Malga Coldosè di Sotto;False;La vecchia struttura, posizionata a 1495 metri di altezza sul livello del mare, è stata recentemente demolita e ricostruita a pochi metri di distanza. Ora esiste una bella e moderna costruzione, chiusa però al pubblico. Nel 1952 la superfice pascoliva era di circa 10 ettari, oggi completamente rimboschiti.;Malga;0;176;10
